Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,TrackTemp,AirTemp,Fuel_Weight_kg,LapTime_s,Fuel_Corrected_LapTime,Compound_C_Rating,Race,Country,Circuit,Stint_ID,traction,asphalt_grip,asphalt_abrasion,track_evolution,tyre_stress,braking,lateral,downforce,Degradation_Delta,Stint_Length,Tyre_Thermal_Stress,Pressure_Deviation_Index,Slip_Energy_Index,Lateral_Load_Index,Brake_Thermal_Index,Aero_Load_Index,Latent_Degradation_Mean,Latent_Degradation_Std,Prior_Degradation_Mean,Prior_Degradation_Std,Latent_Degradation_Rate
0 days 02:18:31.252000,RUS,63,0 days 00:01:31.431000,53.0,2.0,,,0 days 00:00:31.354000,0 days 00:00:41.991000,0 days 00:00:18.086000,0 days 02:17:31.219000,0 days 02:18:13.210000,0 days 02:18:31.296000,290.0,307.0,271.0,304.0,False,HARD,34.0,True,Mercedes,0 days 02:16:59.821000,,1,5.0,,,False,True,19.1,14.6,2.075471698113205,91.431,91.37620754716981,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_RUS_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,33,1.9049999999999998,1.5107142857142857,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.02109364726287286,0.14707590817090402,0.0294023824634998,0.1736428720328844,0.0024087378426031884
0 days 01:30:51.957000,PIA,81,0 days 00:01:33.844000,22.0,2.0,,,0 days 00:00:33.356000,0 days 00:00:42.232000,0 days 00:00:18.256000,0 days 01:29:51.508000,0 days 01:30:33.740000,0 days 01:30:51.996000,283.0,301.0,266.0,290.0,False,HARD,2.0,True,McLaren,0 days 01:29:18.113000,,1,7.0,,,False,True,20.0,14.4,66.41509433962264,93.844,92.09064150943395,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,1.3484150943396145,32,1.8599999999999999,1.4785714285714286,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.2815122730614629,0.15237425254082615,0.0,0.1825547152146416,0.0389049767784674
0 days 01:32:24.974000,PIA,81,0 days 00:01:33.017000,23.0,2.0,,,0 days 00:00:32.826000,0 days 00:00:42.102000,0 days 00:00:18.089000,0 days 01:31:24.822000,0 days 01:32:06.924000,0 days 01:32:25.013000,278.0,302.0,267.0,298.0,True,HARD,3.0,True,McLaren,0 days 01:30:51.957000,,1,7.0,,,False,True,20.0,14.5,64.33962264150944,93.017,91.31843396226415,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.5762075471698154,32,1.8599999999999999,1.4785714285714286,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.3905341755830004,0.14485541701313984,0.3204172498399303,0.1700207635533911,0.05045791674232216
0 days 01:33:57.360000,PIA,81,0 days 00:01:32.386000,24.0,2.0,,,0 days 00:00:32.447000,0 days 00:00:41.936000,0 days 00:00:18.003000,0 days 01:32:57.460000,0 days 01:33:39.396000,0 days 01:33:57.399000,281.0,302.0,267.0,301.0,True,HARD,4.0,True,McLaren,0 days 01:32:24.974000,,1,6.0,,,False,True,19.7,14.5,62.264150943396224,92.386,90.74222641509434,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.875,1.4892857142857143,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.3065947873281475,0.15273733899323455,0.44099209232532255,0.18318007715090032,0.017661358285282633
0 days 01:35:29.759000,PIA,81,0 days 00:01:32.399000,25.0,2.0,,,0 days 00:00:32.376000,0 days 00:00:41.853000,0 days 00:00:18.170000,0 days 01:34:29.775000,0 days 01:35:11.628000,0 days 01:35:29.798000,285.0,301.0,267.0,297.0,False,HARD,5.0,True,McLaren,0 days 01:33:57.360000,,1,6.0,,,False,True,19.6,14.4,60.18867924528302,92.399,90.81001886792453,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.06779245283019009,32,1.88,1.4928571428571429,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.23631416498149901,0.16201324346245408,0.32425614561343014,0.19986443988437078,0.0
0 days 01:37:02.199000,PIA,81,0 days 00:01:32.440000,26.0,2.0,,,0 days 00:00:32.383000,0 days 00:00:41.881000,0 days 00:00:18.176000,0 days 01:36:02.181000,0 days 01:36:44.062000,0 days 01:37:02.238000,283.0,302.0,267.0,294.0,False,HARD,6.0,True,McLaren,0 days 01:35:29.759000,,1,5.0,,,False,True,19.6,14.4,58.113207547169814,92.44,90.90581132075471,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.16358490566037176,32,1.88,1.4928571428571429,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.20978925221992709,0.16708510683079725,0.23631416498149901,0.20962877994253104,0.0
0 days 01:38:34.634000,PIA,81,0 days 00:01:32.435000,27.0,2.0,,,0 days 00:00:32.342000,0 days 00:00:41.983000,0 days 00:00:18.110000,0 days 01:37:34.580000,0 days 01:38:16.563000,0 days 01:38:34.673000,283.0,302.0,267.0,299.0,False,HARD,7.0,True,McLaren,0 days 01:37:02.199000,,1,5.0,,,False,True,19.4,14.4,56.0377358490566,92.435,90.95560377358491,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.21337735849057538,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.21111307331369267,0.168053414445016,0.20978925221992709,0.21155068096355542,0.0002789420566637862
0 days 01:40:06.776000,PIA,81,0 days 00:01:32.142000,28.0,2.0,,,0 days 00:00:32.346000,0 days 00:00:41.765000,0 days 00:00:18.031000,0 days 01:39:07.019000,0 days 01:39:48.784000,0 days 01:40:06.815000,282.0,301.0,267.0,296.0,True,HARD,8.0,True,McLaren,0 days 01:38:34.634000,,1,5.0,,,False,True,19.5,14.5,53.9622641509434,92.142,90.71739622641509,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.885,1.4964285714285714,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.13482636088170438,0.16650912972218193,0.21139201537035646,0.20849465906003606,0.0
0 days 01:41:38.957000,PIA,81,0 days 00:01:32.181000,29.0,2.0,,,0 days 00:00:32.362000,0 days 00:00:41.856000,0 days 00:00:17.963000,0 days 01:40:39.177000,0 days 01:41:21.033000,0 days 01:41:38.996000,284.0,302.0,268.0,300.0,False,HARD,9.0,True,McLaren,0 days 01:40:06.776000,,1,5.0,,,False,True,19.6,14.5,51.88679245283019,92.181,90.81118867924528,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0689622641509402,32,1.88,1.4928571428571429,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.11174178441432842,0.16379548499102084,0.13482636088170438,0.20323960463755789,0.0
0 days 01:43:11.004000,PIA,81,0 days 00:01:32.047000,30.0,2.0,,,0 days 00:00:32.344000,0 days 00:00:41.794000,0 days 00:00:17.909000,0 days 01:42:11.340000,0 days 01:42:53.134000,0 days 01:43:11.043000,284.0,301.0,268.0,300.0,True,HARD,10.0,True,McLaren,0 days 01:41:38.957000,,1,5.0,,,False,True,19.7,14.6,49.81132075471698,92.047,90.73198113207548,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.875,1.4892857142857143,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.07402316989629965,0.1607442348191712,0.11174178441432842,0.19749648355137842,0.0
0 days 01:44:43.005000,PIA,81,0 days 00:01:32.001000,31.0,2.0,,,0 days 00:00:32.231000,0 days 00:00:41.816000,0 days 00:00:17.954000,0 days 01:43:43.274000,0 days 01:44:25.090000,0 days 01:44:43.044000,285.0,301.0,267.0,301.0,True,HARD,11.0,True,McLaren,0 days 01:43:11.004000,,1,4.0,,,False,True,19.5,14.5,47.735849056603776,92.001,90.74077358490567,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.885,1.4964285714285714,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.04994124865055796,0.15780729200821444,0.07402316989629965,0.19212381797474845,0.0
0 days 01:46:14.833000,PIA,81,0 days 00:01:31.828000,32.0,2.0,,,0 days 00:00:32.131000,0 days 00:00:41.787000,0 days 00:00:17.910000,0 days 01:45:15.175000,0 days 01:45:56.962000,0 days 01:46:14.872000,287.0,301.0,268.0,302.0,True,HARD,12.0,True,McLaren,0 days 01:44:43.005000,,1,3.0,,,False,True,19.5,14.6,45.660377358490564,91.828,90.62256603773585,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.885,1.4964285714285714,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.034225285903790724,0.1552051536187722,0.04994124865055796,0.18748317253156435,0.0
0 days 01:47:46.265000,PIA,81,0 days 00:01:31.432000,33.0,2.0,,,0 days 00:00:31.987000,0 days 00:00:41.515000,0 days 00:00:17.930000,0 days 01:46:46.859000,0 days 01:47:28.374000,0 days 01:47:46.304000,285.0,301.0,268.0,301.0,True,HARD,13.0,True,McLaren,0 days 01:46:14.833000,,1,3.0,,,False,True,19.4,14.6,43.58490566037736,91.432,90.28135849056603,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.02375540352286943,0.15302510986501172,0.034225285903790724,0.18367710950189847,0.0
0 days 01:49:17.946000,PIA,81,0 days 00:01:31.681000,34.0,2.0,,,0 days 00:00:32.021000,0 days 00:00:41.658000,0 days 00:00:18.002000,0 days 01:48:18.325000,0 days 01:48:59.983000,0 days 01:49:17.985000,285.0,303.0,268.0,301.0,False,HARD,14.0,True,McLaren,0 days 01:47:46.265000,,1,3.0,,,False,True,19.4,14.5,41.509433962264154,91.681,90.58515094339623,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.016653291192862178,0.15127874167963787,0.02375540352286943,0.18067957961528786,0.0
0 days 01:50:49.800000,PIA,81,0 days 00:01:31.854000,35.0,2.0,,,0 days 00:00:31.963000,0 days 00:00:41.830000,0 days 00:00:18.061000,0 days 01:49:49.948000,0 days 01:50:31.778000,0 days 01:50:49.839000,283.0,303.0,269.0,301.0,False,HARD,15.0,True,McLaren,0 days 01:49:17.946000,,1,3.0,,,False,True,19.5,14.5,39.43396226415095,91.854,90.81294339622642,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.07071698113207958,32,1.885,1.4964285714285714,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.03253081401736749,0.1499352927425541,0.016653291192862178,0.17840362696188478,0.002318650393998425
0 days 01:52:21.415000,PIA,81,0 days 00:01:31.615000,36.0,2.0,,,0 days 00:00:31.962000,0 days 00:00:41.769000,0 days 00:00:17.884000,0 days 01:51:21.801000,0 days 01:52:03.570000,0 days 01:52:21.454000,285.0,303.0,269.0,302.0,False,HARD,16.0,True,McLaren,0 days 01:50:49.800000,,1,3.0,,,False,True,19.4,14.5,37.35849056603773,91.615,90.6287358490566,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.024749973384854934,0.1489419483845311,0.03484946441136591,0.1767370967687972,0.0008487129462832119
0 days 01:53:53.031000,PIA,81,0 days 00:01:31.616000,37.0,2.0,,,0 days 00:00:31.852000,0 days 00:00:41.788000,0 days 00:00:17.976000,0 days 01:52:53.306000,0 days 01:53:35.094000,0 days 01:53:53.070000,286.0,303.0,269.0,303.0,False,HARD,17.0,True,McLaren,0 days 01:52:21.415000,,1,3.0,,,False,True,19.3,14.4,35.283018867924525,91.616,90.68452830188679,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.8949999999999998,1.5035714285714286,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.018250169482790898,0.14823690832839673,0.025598686331138147,0.17556249213042938,0.0
0 days 01:55:24.793000,PIA,81,0 days 00:01:31.762000,38.0,2.0,,,0 days 00:00:31.858000,0 days 00:00:41.899000,0 days 00:00:18.005000,0 days 01:54:24.928000,0 days 01:55:06.827000,0 days 01:55:24.832000,286.0,302.0,269.0,302.0,False,HARD,18.0,True,McLaren,0 days 01:53:53.031000,,1,3.0,,,False,True,19.3,14.5,33.20754716981132,91.762,90.88532075471699,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.1430943396226496,32,1.8949999999999998,1.5035714285714286,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.05385754237157883,0.14775805776673562,0.018250169482790898,0.17476856479376185,0.005184410992640977
0 days 01:56:56.424000,PIA,81,0 days 00:01:31.631000,39.0,2.0,,,0 days 00:00:31.856000,0 days 00:00:41.814000,0 days 00:00:17.961000,0 days 01:55:56.688000,0 days 01:56:38.502000,0 days 01:56:56.463000,286.0,302.0,273.0,304.0,False,HARD,19.0,True,McLaren,0 days 01:55:24.793000,,1,3.0,,,False,True,19.2,14.5,31.132075471698116,91.631,90.80911320754717,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.06688679245283424,32,1.9,1.5071428571428573,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.06127005094490398,0.14744852231100353,0.05904195336421981,0.17425699711738504,0.005509322894924777
0 days 01:58:27.899000,PIA,81,0 days 00:01:31.475000,40.0,2.0,,,0 days 00:00:31.754000,0 days 00:00:41.767000,0 days 00:00:17.954000,0 days 01:57:28.217000,0 days 01:58:09.984000,0 days 01:58:27.938000,286.0,304.0,273.0,306.0,False,HARD,20.0,True,McLaren,0 days 01:56:56.424000,,1,3.0,,,False,True,19.2,14.5,29.05660377358491,91.475,90.70790566037735,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.9,1.5071428571428573,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.04786116471737094,0.14725979127846786,0.06677937383982877,0.17394570921506408,0.002746080101409402
0 days 01:59:59.464000,PIA,81,0 days 00:01:31.565000,41.0,2.0,,,0 days 00:00:31.799000,0 days 00:00:41.804000,0 days 00:00:17.962000,0 days 01:58:59.737000,0 days 01:59:41.541000,0 days 01:59:59.503000,287.0,304.0,273.0,304.0,False,HARD,21.0,True,McLaren,0 days 01:58:27.899000,,1,3.0,,,False,True,19.4,14.5,26.98113207547169,91.565,90.85269811320755,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.11047169811321567,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.0675418938485978,0.14715293571600252,0.05060724481878034,0.17376967422443207,0.005223135126823314
0 days 02:01:30.794000,PIA,81,0 days 00:01:31.330000,42.0,2.0,,,0 days 00:00:31.663000,0 days 00:00:41.733000,0 days 00:00:17.934000,0 days 02:00:31.166000,0 days 02:01:12.899000,0 days 02:01:30.833000,286.0,305.0,274.0,305.0,True,HARD,22.0,True,McLaren,0 days 01:59:59.464000,,1,3.0,,,False,True,19.4,14.5,24.905660377358487,91.33,90.67249056603774,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.052196267437953955,0.14709843737358894,0.07276502897542111,0.17367995132186417,0.002211159306508725
0 days 02:03:02.214000,PIA,81,0 days 00:01:31.420000,43.0,2.0,,,0 days 00:00:31.629000,0 days 00:00:41.763000,0 days 00:00:18.028000,0 days 02:02:02.462000,0 days 02:02:44.225000,0 days 02:03:02.253000,288.0,308.0,276.0,307.0,False,HARD,23.0,True,McLaren,0 days 02:01:30.794000,,1,3.0,,,False,True,19.4,14.5,22.830188679245282,91.42,90.81728301886793,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.07505660377358936,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.06024255713699969,0.14707513299838879,0.05440742674446268,0.17364159634838564,0.003066297566944949
0 days 02:04:34.089000,PIA,81,0 days 00:01:31.875000,44.0,2.0,,,0 days 00:00:31.859000,0 days 00:00:42.073000,0 days 00:00:17.943000,0 days 02:03:34.112000,0 days 02:04:16.185000,0 days 02:04:34.128000,286.0,303.0,271.0,297.0,False,HARD,24.0,True,McLaren,0 days 02:03:02.214000,,1,3.0,,,False,True,19.4,14.5,20.754716981132077,91.875,91.32707547169811,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.5848490566037725,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.21067499736878748,0.1470687169221838,0.06330885470394464,0.17363103785675582,0.02467371140217281
0 days 02:06:05.640000,PIA,81,0 days 00:01:31.551000,45.0,2.0,,,0 days 00:00:31.703000,0 days 00:00:41.872000,0 days 00:00:17.976000,0 days 02:05:05.831000,0 days 02:05:47.703000,0 days 02:06:05.679000,282.0,304.0,271.0,296.0,False,HARD,25.0,True,McLaren,0 days 02:04:34.089000,,1,3.0,,,False,True,19.4,14.5,18.679245283018872,91.551,91.05786792452831,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.3156415094339735,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.2580366427477658,0.14707014223980777,0.23534870877096029,0.17363338335609432,0.02800125373533707
0 days 02:07:36.924000,PIA,81,0 days 00:01:31.284000,46.0,2.0,,,0 days 00:00:31.611000,0 days 00:00:41.703000,0 days 00:00:17.970000,0 days 02:06:37.290000,0 days 02:07:18.993000,0 days 02:07:36.963000,288.0,305.0,273.0,304.0,True,HARD,26.0,True,McLaren,0 days 02:06:05.640000,,1,3.0,,,False,True,19.4,14.5,16.603773584905667,91.284,90.8456603773585,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.10343396226416246,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.23443761028186366,0.14707414456210963,0.28603789648310285,0.17363996971188717,0.0204322870903641
0 days 02:09:08.146000,PIA,81,0 days 00:01:31.222000,47.0,2.0,,,0 days 00:00:31.547000,0 days 00:00:41.703000,0 days 00:00:17.972000,0 days 02:08:08.510000,0 days 02:08:50.213000,0 days 02:09:08.185000,287.0,305.0,274.0,305.0,True,HARD,27.0,True,McLaren,0 days 02:07:36.924000,,1,3.0,,,False,True,19.4,14.6,14.528301886792448,91.222,90.83845283018867,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0962264150943355,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.2100380096074514,0.14707800724895967,0.25486989737222776,0.17364632647973893,0.013855952942012719
0 days 02:10:39.255000,PIA,81,0 days 00:01:31.109000,48.0,2.0,,,0 days 00:00:31.387000,0 days 00:00:41.719000,0 days 00:00:18.003000,0 days 02:09:39.572000,0 days 02:10:21.291000,0 days 02:10:39.294000,288.0,309.0,277.0,309.0,True,HARD,28.0,True,McLaren,0 days 02:09:08.146000,,1,3.0,,,False,True,19.2,14.6,12.452830188679243,91.109,90.78024528301886,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.038018867924520805,32,1.9,1.5071428571428573,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.17136469471289179,0.14708060695697253,0.22389396254946412,0.17365060489266892,0.006150717917629262
0 days 02:12:11.096000,PIA,81,0 days 00:01:31.841000,49.0,2.0,,,0 days 00:00:31.819000,0 days 00:00:42.030000,0 days 00:00:17.992000,0 days 02:11:11.113000,0 days 02:11:53.143000,0 days 02:12:11.135000,283.0,305.0,274.0,301.0,False,HARD,29.0,True,McLaren,0 days 02:10:39.255000,,1,3.0,,,False,True,19.2,14.5,10.377358490566039,91.841,91.56703773584906,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.8248113207547192,32,1.9,1.5071428571428573,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.3604473850723,0.14708172634434297,0.17751541263052104,0.17365244712761746,0.03298256018432011
0 days 02:13:42.640000,PIA,81,0 days 00:01:31.544000,50.0,2.0,,,0 days 00:00:31.526000,0 days 00:00:41.954000,0 days 00:00:18.064000,0 days 02:12:42.661000,0 days 02:13:24.615000,0 days 02:13:42.679000,284.0,304.0,271.0,301.0,False,HARD,30.0,True,McLaren,0 days 02:12:11.096000,,1,3.0,,,False,True,19.4,14.6,8.301886792452834,91.544,91.32483018867924,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.582603773584907,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.44689216930325903,0.1470815931309924,0.3934299452566201,0.17365222789049828,0.0408237401397763
0 days 02:15:13.779000,PIA,81,0 days 00:01:31.139000,51.0,2.0,,,0 days 00:00:31.518000,0 days 00:00:41.697000,0 days 00:00:17.924000,0 days 02:14:14.197000,0 days 02:14:55.894000,0 days 02:15:13.818000,289.0,304.0,271.0,302.0,False,HARD,31.0,True,McLaren,0 days 02:13:42.640000,,1,3.0,,,False,True,19.4,14.6,6.226415094339629,91.139,90.97462264150943,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.23239622641509072,32,1.89,1.5000000000000002,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.41556125182723286,0.1470805948841456,0.48771590944303533,0.17365058502386996,0.030241579135213175
0 days 02:16:44.980000,PIA,81,0 days 00:01:31.201000,52.0,2.0,,,0 days 00:00:31.473000,0 days 00:00:41.712000,0 days 00:00:18.016000,0 days 02:15:45.291000,0 days 02:16:27.003000,0 days 02:16:45.019000,287.0,305.0,271.0,304.0,False,HARD,32.0,True,McLaren,0 days 02:15:13.779000,,1,3.0,,,False,True,19.2,14.7,4.15094339622641,91.201,91.09141509433961,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.3491886792452732,32,1.9,1.5071428571428573,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.41849972149450015,0.14707912027583087,0.44580283096244605,0.17364815820856844,0.026237505557478488
0 days 02:18:16.019000,PIA,81,0 days 00:01:31.039000,53.0,2.0,,,0 days 00:00:31.335000,0 days 00:00:41.643000,0 days 00:00:18.061000,0 days 02:17:16.354000,0 days 02:17:57.997000,0 days 02:18:16.058000,292.0,306.0,271.0,304.0,True,HARD,33.0,True,McLaren,0 days 02:16:44.980000,,1,3.0,,,False,True,19.0,14.6,2.075471698113205,91.039,90.98420754716982,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_PIA_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.24198113207548033,32,1.91,1.5142857142857145,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.38743973343212634,0.1470774847861839,0.44473722705197866,0.17364546665877187,0.017834968036485203
0 days 01:32:20.783000,VER,1,0 days 00:01:32.682000,23.0,2.0,,,0 days 00:00:32.736000,0 days 00:00:41.867000,0 days 00:00:18.079000,0 days 01:31:20.858000,0 days 01:32:02.725000,0 days 01:32:20.804000,284.0,306.0,272.0,306.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:30:48.101000,,1,5.0,,,False,True,20.0,14.5,64.33962264150944,92.682,90.98343396226416,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_VER_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.3362075471698205,31,1.8599999999999999,1.4785714285714286,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.10197646493186074,0.15237425254082615,0.0,0.1825547152146416,0.0389049767784674
0 days 01:33:53.074000,VER,1,0 days 00:01:32.291000,24.0,2.0,,,0 days 00:00:32.379000,0 days 00:00:41.950000,0 days 00:00:17.962000,0 days 01:32:53.183000,0 days 01:33:35.133000,0 days 01:33:53.095000,282.0,303.0,265.0,303.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:32:20.783000,,1,4.0,,,False,True,19.7,14.5,62.264150943396224,92.291,90.64722641509434,1.0,Japanese Grand Prix,Japan,Suzuka,2025_Japanese Grand Prix_VER_2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,0.0,31,1.875,1.4892857142857143,1.3,2.2222222222222223,0.6666666666666666,1.3333333333333333,0.10226319195615491,0.14485541701313984,0.14088144171032815,0.1700207635533911,0.03254197218020594
