Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,TrackTemp,AirTemp,Fuel_Weight_kg,LapTime_s,Fuel_Corrected_LapTime,Compound_C_Rating,Race,Country,Circuit,Stint_ID,traction,asphalt_grip,asphalt_abrasion,track_evolution,tyre_stress,braking,lateral,downforce,Degradation_Delta,Stint_Length,Tyre_Thermal_Stress,Pressure_Deviation_Index,Slip_Energy_Index,Lateral_Load_Index,Brake_Thermal_Index,Aero_Load_Index,Latent_Degradation_Mean,Latent_Degradation_Std,Prior_Degradation_Mean,Prior_Degradation_Std,Latent_Degradation_Rate
0 days 01:13:03.346000,NOR,4,0 days 00:01:22.251000,11.0,1.0,,,0 days 00:00:29.586000,0 days 00:00:29.501000,0 days 00:00:23.164000,0 days 01:12:10.700000,0 days 01:12:40.201000,0 days 01:13:03.365000,275.0,241.0,252.0,303.0,False,MEDIUM,11.0,True,McLaren,0 days 01:11:41.095000,,1,4.0,,,False,True,31.2,21.9,94.28571428571429,82.251,79.50728571428571,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,29,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.018377400468604282,0.15780729200821444,0.02723907539153275,0.19212381797474845,0.0
0 days 01:14:25.750000,NOR,4,0 days 00:01:22.404000,12.0,1.0,,,0 days 00:00:29.658000,0 days 00:00:29.483000,0 days 00:00:23.263000,0 days 01:13:33.023000,0 days 01:14:02.506000,0 days 01:14:25.769000,274.0,243.0,253.0,302.0,False,MEDIUM,12.0,True,McLaren,0 days 01:13:03.346000,,1,4.0,,,False,True,31.2,21.9,92.71428571428572,82.404,79.70601428571428,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.08509999999999707,29,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.03937427012919341,0.1552051536187722,0.018377400468604282,0.18748317253156435,0.003211012434582491
0 days 01:15:48.425000,NOR,4,0 days 00:01:22.675000,13.0,1.0,,,0 days 00:00:29.671000,0 days 00:00:29.540000,0 days 00:00:23.464000,0 days 01:14:55.440000,0 days 01:15:24.980000,0 days 01:15:48.444000,271.0,240.0,247.0,303.0,False,MEDIUM,13.0,True,McLaren,0 days 01:14:25.750000,,1,4.0,,,False,True,30.8,21.8,91.14285714285714,82.675,80.02274285714286,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.40182857142858097,29,1.16,1.042857142857143,1.15,1.6666666666666667,1.01,1.6666666666666667,0.15248166125650303,0.15302510986501172,0.0425852825637759,0.18367710950189847,0.0196237852451512
0 days 01:17:10.579000,NOR,4,0 days 00:01:22.154000,14.0,1.0,,,0 days 00:00:29.839000,0 days 00:00:29.196000,0 days 00:00:23.119000,0 days 01:16:18.283000,0 days 01:16:47.479000,0 days 01:17:10.598000,273.0,244.0,250.0,287.0,False,MEDIUM,14.0,True,McLaren,0 days 01:15:48.425000,,1,4.0,,,False,True,30.8,21.8,89.57142857142857,82.154,79.54747142857143,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,29,1.16,1.042857142857143,1.15,1.6666666666666667,1.01,1.6666666666666667,0.12065137574743293,0.15127874167963787,0.17210544650165424,0.18067957961528786,0.012050354912173317
0 days 01:18:32.812000,NOR,4,0 days 00:01:22.233000,15.0,1.0,,,0 days 00:00:29.636000,0 days 00:00:29.321000,0 days 00:00:23.276000,0 days 01:17:40.234000,0 days 01:18:09.555000,0 days 01:18:32.831000,273.0,243.0,253.0,288.0,False,MEDIUM,15.0,True,McLaren,0 days 01:17:10.579000,,1,4.0,,,False,True,31.3,21.9,88.0,82.233,79.6722,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0512857142857257,29,1.135,1.025,1.15,1.6666666666666667,1.01625,1.6666666666666667,0.10879132684310903,0.1499352927425541,0.13270173065960625,0.17840362696188478,0.008558634708552067
0 days 01:19:54.855000,NOR,4,0 days 00:01:22.043000,16.0,1.0,,,0 days 00:00:29.532000,0 days 00:00:29.360000,0 days 00:00:23.151000,0 days 01:19:02.363000,0 days 01:19:31.723000,0 days 01:19:54.874000,273.0,243.0,252.0,303.0,False,MEDIUM,16.0,True,McLaren,0 days 01:18:32.812000,,1,4.0,,,False,True,31.2,21.9,86.42857142857143,82.043,79.52792857142857,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,29,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.08334155127417425,0.1489419483845311,0.11734996155166111,0.1767370967687972,0.003608856974910101
0 days 01:21:17.394000,NOR,4,0 days 00:01:22.539000,17.0,1.0,,,0 days 00:00:29.385000,0 days 00:00:29.779000,0 days 00:00:23.375000,0 days 01:20:24.259000,0 days 01:20:54.038000,0 days 01:21:17.413000,274.0,242.0,247.0,302.0,False,MEDIUM,17.0,True,McLaren,0 days 01:19:54.855000,,1,4.0,,,False,True,31.1,22.0,84.85714285714286,82.539,80.06965714285714,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.4487428571428609,29,1.145,1.032142857142857,1.15,1.6666666666666667,1.01375,1.6666666666666667,0.1908087809760774,0.14823690832839673,0.08695040824908436,0.17556249213042938,0.018716508367904783
0 days 01:22:39.583000,NOR,4,0 days 00:01:22.189000,18.0,1.0,,,0 days 00:00:29.682000,0 days 00:00:29.261000,0 days 00:00:23.246000,0 days 01:21:47.095000,0 days 01:22:16.356000,0 days 01:22:39.602000,273.0,243.0,252.0,288.0,False,MEDIUM,18.0,True,McLaren,0 days 01:21:17.394000,,1,4.0,,,False,True,31.5,22.0,83.28571428571428,82.189,79.76538571428571,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.14447142857143547,29,1.125,1.0178571428571428,1.15,1.6666666666666667,1.01875,1.6666666666666667,0.19097098219621242,0.14775805776673562,0.20952528934398218,0.17476856479376185,0.016015012971482993
0 days 01:24:01.613000,NOR,4,0 days 00:01:22.030000,19.0,1.0,,,0 days 00:00:29.430000,0 days 00:00:29.414000,0 days 00:00:23.186000,0 days 01:23:09.032000,0 days 01:23:38.446000,0 days 01:24:01.632000,274.0,244.0,253.0,302.0,False,MEDIUM,19.0,True,McLaren,0 days 01:22:39.583000,,1,2.0,,,False,True,31.5,22.0,81.71428571428572,82.03,79.65211428571429,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.03120000000001255,29,1.125,1.0178571428571428,1.15,1.6666666666666667,1.01875,1.6666666666666667,0.1570591137967671,0.14744852231100353,0.20698599516769542,0.17425699711738504,0.00873443507311969
0 days 01:25:23.053000,NOR,4,0 days 00:01:21.440000,20.0,1.0,,,0 days 00:00:29.348000,0 days 00:00:29.010000,0 days 00:00:23.082000,0 days 01:24:30.980000,0 days 01:24:59.990000,0 days 01:25:23.072000,268.0,244.0,247.0,298.0,True,MEDIUM,20.0,True,McLaren,0 days 01:24:01.613000,,1,1.0,,,False,True,31.5,22.0,80.14285714285714,81.44,79.10784285714286,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,29,1.125,1.0178571428571428,1.15,1.6666666666666667,1.01875,1.6666666666666667,0.11882519848975401,0.14725979127846786,0.1657935488698868,0.17394570921506408,0.0018741157442071473
0 days 01:26:44.760000,NOR,4,0 days 00:01:21.707000,21.0,1.0,,,0 days 00:00:29.708000,0 days 00:00:28.962000,0 days 00:00:23.037000,0 days 01:25:52.780000,0 days 01:26:21.742000,0 days 01:26:44.779000,270.0,244.0,247.0,283.0,False,MEDIUM,21.0,True,McLaren,0 days 01:25:23.053000,,1,1.0,,,False,True,31.7,22.0,78.57142857142857,81.707,79.42057142857142,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,29,1.115,1.0107142857142857,1.15,1.6666666666666667,1.02125,1.6666666666666667,0.08655550413953604,0.14715293571600252,0.12069931423396116,0.17376967422443207,0.0
0 days 01:28:06.859000,NOR,4,0 days 00:01:22.099000,22.0,1.0,,,0 days 00:00:29.686000,0 days 00:00:29.217000,0 days 00:00:23.196000,0 days 01:27:14.465000,0 days 01:27:43.682000,0 days 01:28:06.878000,271.0,243.0,246.0,283.0,False,MEDIUM,22.0,True,McLaren,0 days 01:26:44.760000,,1,1.0,,,False,True,31.8,22.0,77.0,82.099,79.8583,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.23738571428572186,29,1.1099999999999999,1.0071428571428571,1.15,1.6666666666666667,1.0225,1.6666666666666667,0.12919124096018506,0.14709843737358894,0.08655550413953604,0.17367995132186417,0.0062433417856087746
0 days 01:29:28.934000,NOR,4,0 days 00:01:22.075000,23.0,1.0,,,0 days 00:00:29.706000,0 days 00:00:29.209000,0 days 00:00:23.160000,0 days 01:28:36.584000,0 days 01:29:05.793000,0 days 01:29:28.953000,269.0,244.0,246.0,284.0,False,MEDIUM,23.0,True,McLaren,0 days 01:28:06.859000,,1,1.0,,,False,True,31.5,22.0,75.42857142857143,82.075,79.88002857142857,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.25911428571428985,29,1.125,1.0178571428571428,1.15,1.6666666666666667,1.01875,1.6666666666666667,0.17038450800012458,0.14707513299838879,0.13543458274579384,0.17364159634838564,0.011365252741118735
0 days 01:30:51.051000,NOR,4,0 days 00:01:22.117000,24.0,1.0,,,0 days 00:00:29.664000,0 days 00:00:29.236000,0 days 00:00:23.217000,0 days 01:29:58.617000,0 days 01:30:27.853000,0 days 01:30:51.070000,271.0,244.0,247.0,283.0,False,MEDIUM,24.0,True,McLaren,0 days 01:29:28.934000,,1,1.0,,,False,True,31.8,22.0,73.85714285714286,82.117,79.96775714285715,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.34684285714287455,29,1.1099999999999999,1.0071428571428571,1.15,1.6666666666666667,1.0225,1.6666666666666667,0.22839838477574553,0.1470687169221838,0.18174976074124333,0.17363103785675582,0.018205060760317936
0 days 01:32:12.975000,NOR,4,0 days 00:01:21.924000,25.0,1.0,,,0 days 00:00:29.662000,0 days 00:00:29.197000,0 days 00:00:23.065000,0 days 01:31:20.732000,0 days 01:31:49.929000,0 days 01:32:12.994000,270.0,243.0,248.0,282.0,False,MEDIUM,25.0,True,McLaren,0 days 01:30:51.051000,,1,1.0,,,False,True,31.8,22.0,72.28571428571428,81.924,79.82048571428572,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.1995714285714456,29,1.1099999999999999,1.0071428571428571,1.15,1.6666666666666667,1.0225,1.6666666666666667,0.23331384439028122,0.14707014223980777,0.24660344553606348,0.17363338335609432,0.01625593174536806
0 days 01:33:35.120000,NOR,4,0 days 00:01:22.145000,26.0,1.0,,,0 days 00:00:29.777000,0 days 00:00:29.275000,0 days 00:00:23.093000,0 days 01:32:42.771000,0 days 01:33:12.046000,0 days 01:33:35.139000,273.0,242.0,246.0,281.0,False,MEDIUM,26.0,True,McLaren,0 days 01:32:12.975000,,1,1.0,,,False,True,31.7,22.1,70.71428571428572,82.145,80.08721428571428,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.46630000000000393,29,1.115,1.0107142857142857,1.15,1.6666666666666667,1.02125,1.6666666666666667,0.310813481687199,0.14707414456210963,0.2495697761356493,0.17363996971188717,0.025239439370236497
0 days 01:34:57.245000,NOR,4,0 days 00:01:22.125000,27.0,1.0,,,0 days 00:00:29.674000,0 days 00:00:29.277000,0 days 00:00:23.174000,0 days 01:34:04.813000,0 days 01:34:34.090000,0 days 01:34:57.264000,274.0,243.0,246.0,281.0,False,MEDIUM,27.0,True,McLaren,0 days 01:33:35.120000,,1,1.0,,,False,True,31.8,22.1,69.14285714285714,82.125,80.11294285714285,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.4920285714285768,29,1.1099999999999999,1.0071428571428571,1.15,1.6666666666666667,1.0225,1.6666666666666667,0.3801308923114205,0.14707800724895967,0.3360529210574355,0.17364632647973893,0.03170518243839654
0 days 01:36:19.398000,NOR,4,0 days 00:01:22.153000,28.0,1.0,,,0 days 00:00:29.771000,0 days 00:00:29.248000,0 days 00:00:23.134000,0 days 01:35:27.035000,0 days 01:35:56.283000,0 days 01:36:19.417000,274.0,243.0,246.0,282.0,False,MEDIUM,28.0,True,McLaren,0 days 01:34:57.245000,,1,1.0,,,False,True,31.9,22.1,67.57142857142857,82.153,80.18667142857143,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.5657571428571515,29,1.105,1.0035714285714286,1.15,1.6666666666666667,1.02375,1.6666666666666667,0.4553349686097826,0.14708060695697253,0.41183607474981704,0.17365060489266892,0.03808580060224597
0 days 01:37:41.931000,NOR,4,0 days 00:01:22.533000,29.0,1.0,,,0 days 00:00:29.866000,0 days 00:00:29.299000,0 days 00:00:23.368000,0 days 01:36:49.283000,0 days 01:37:18.582000,0 days 01:37:41.950000,275.0,242.0,246.0,281.0,False,MEDIUM,29.0,True,McLaren,0 days 01:36:19.398000,,1,1.0,,,False,True,31.8,22.1,66.0,82.533,80.61240000000001,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.9914857142857301,29,1.1099999999999999,1.0071428571428571,1.15,1.6666666666666667,1.0225,1.6666666666666667,0.6341786539180704,0.14708172634434297,0.4934207692120286,0.17365244712761746,0.05873169049132808
0 days 01:39:04.564000,NOR,4,0 days 00:01:22.633000,30.0,1.0,,,0 days 00:00:29.802000,0 days 00:00:29.532000,0 days 00:00:23.299000,0 days 01:38:11.752000,0 days 01:38:41.284000,0 days 01:39:04.583000,275.0,242.0,246.0,281.0,False,MEDIUM,30.0,True,McLaren,0 days 01:37:41.931000,,1,1.0,,,False,True,31.8,22.1,64.42857142857143,82.633,80.75812857142857,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_NOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,1.1372142857142933,29,1.1099999999999999,1.0071428571428571,1.15,1.6666666666666667,1.0225,1.6666666666666667,0.8184746313129012,0.1470815931309924,0.6929103444093985,0.17365222789049828,0.07714791217207939
0 days 01:00:42.936000,BOR,5,0 days 00:01:23.981000,2.0,1.0,,,0 days 00:00:30.318000,0 days 00:00:30.275000,0 days 00:00:23.388000,0 days 00:59:49.304000,0 days 01:00:19.579000,0 days 01:00:42.967000,272.0,238.0,250.0,286.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 00:59:18.955000,,1,6.0,,,False,True,32.3,21.8,108.42857142857143,83.981,80.82572857142857,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.15454285714285732,38,1.0850000000000002,1.0107142857142857,1.15,1.6666666666666667,1.02875,1.6666666666666667,0.04687501629443737,0.15237425254082615,0.0,0.1825547152146416,0.0389049767784674
0 days 01:02:07.510000,BOR,5,0 days 00:01:24.574000,3.0,1.0,,,0 days 00:00:30.212000,0 days 00:00:31.074000,0 days 00:00:23.288000,0 days 01:01:13.179000,0 days 01:01:44.253000,0 days 01:02:07.541000,273.0,236.0,250.0,302.0,False,MEDIUM,3.0,True,Kick Sauber,0 days 01:00:42.936000,,1,6.0,,,False,True,31.7,21.8,106.85714285714286,84.574,81.46445714285714,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.7932714285714297,38,1.115,1.0107142857142857,1.15,1.6666666666666667,1.02125,1.6666666666666667,0.2797166863898186,0.14485541701313984,0.08577999307290476,0.1700207635533911,0.07085930094391699
0 days 01:03:31.245000,BOR,5,0 days 00:01:23.735000,4.0,1.0,,,0 days 00:00:30.189000,0 days 00:00:30.414000,0 days 00:00:23.132000,0 days 01:02:37.730000,0 days 01:03:08.144000,0 days 01:03:31.276000,274.0,237.0,250.0,300.0,True,MEDIUM,4.0,True,Kick Sauber,0 days 01:02:07.510000,,1,6.0,,,False,True,31.5,21.8,105.28571428571429,83.735,80.67118571428571,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.125,1.0178571428571428,1.15,1.6666666666666667,1.01875,1.6666666666666667,0.24373400827253347,0.15273733899323455,0.35057598733373563,0.18318007715090032,0.04478698340734017
0 days 01:04:55.043000,BOR,5,0 days 00:01:23.798000,5.0,1.0,,,0 days 00:00:29.868000,0 days 00:00:30.710000,0 days 00:00:23.220000,0 days 01:04:01.144000,0 days 01:04:31.854000,0 days 01:04:55.074000,269.0,237.0,250.0,303.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 01:03:31.245000,,1,6.0,,,False,True,31.4,21.8,103.71428571428571,83.798,80.77991428571428,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.10872857142857129,38,1.1300000000000001,1.0214285714285716,1.15,1.6666666666666667,1.0175,1.6666666666666667,0.22686976390600092,0.16201324346245408,0.28852099167987366,0.19986443988437078,0.02935627675211842
0 days 01:06:18.545000,BOR,5,0 days 00:01:23.502000,6.0,1.0,,,0 days 00:00:29.816000,0 days 00:00:30.498000,0 days 00:00:23.188000,0 days 01:05:24.890000,0 days 01:05:55.388000,0 days 01:06:18.576000,271.0,235.0,250.0,301.0,True,MEDIUM,6.0,True,Kick Sauber,0 days 01:04:55.043000,,1,6.0,,,False,True,31.4,21.9,102.14285714285714,83.502,80.52964285714285,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1300000000000001,1.0214285714285716,1.15,1.6666666666666667,1.0175,1.6666666666666667,0.1627784593251233,0.16708510683079725,0.2562260406581193,0.20962877994253104,0.007665898205837306
0 days 01:07:41.688000,BOR,5,0 days 00:01:23.143000,7.0,1.0,,,0 days 00:00:29.796000,0 days 00:00:30.225000,0 days 00:00:23.122000,0 days 01:06:48.372000,0 days 01:07:18.597000,0 days 01:07:41.719000,274.0,240.0,251.0,301.0,True,MEDIUM,7.0,True,Kick Sauber,0 days 01:06:18.545000,,1,6.0,,,False,True,31.4,21.9,100.57142857142857,83.143,80.21637142857143,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1300000000000001,1.0214285714285716,1.15,1.6666666666666667,1.0175,1.6666666666666667,0.10755942080024274,0.168053414445016,0.1704443575309606,0.21155068096355542,0.0
0 days 01:09:05.237000,BOR,5,0 days 00:01:23.549000,8.0,1.0,,,0 days 00:00:30.011000,0 days 00:00:30.247000,0 days 00:00:23.291000,0 days 01:08:11.730000,0 days 01:08:41.977000,0 days 01:09:05.268000,268.0,238.0,250.0,299.0,False,MEDIUM,8.0,True,Kick Sauber,0 days 01:07:41.688000,,1,6.0,,,False,True,31.7,21.9,99.0,83.549,80.66810000000001,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.115,1.0107142857142857,1.15,1.6666666666666667,1.02125,1.6666666666666667,0.06860167002823431,0.16650912972218193,0.10755942080024274,0.20849465906003606,0.0
0 days 01:10:28.418000,BOR,5,0 days 00:01:23.181000,9.0,1.0,,,0 days 00:00:29.740000,0 days 00:00:30.145000,0 days 00:00:23.296000,0 days 01:09:35.008000,0 days 01:10:05.153000,0 days 01:10:28.449000,273.0,238.0,250.0,300.0,False,MEDIUM,9.0,True,Kick Sauber,0 days 01:09:05.237000,,1,6.0,,,False,True,32.0,22.1,97.42857142857143,83.181,80.34582857142857,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1,1.0,1.15,1.6666666666666667,1.025,1.6666666666666667,0.044557606932220224,0.16379548499102084,0.06860167002823431,0.20323960463755789,0.0
0 days 01:11:51.441000,BOR,5,0 days 00:01:23.023000,10.0,1.0,,,0 days 00:00:29.746000,0 days 00:00:30.026000,0 days 00:00:23.251000,0 days 01:10:58.195000,0 days 01:11:28.221000,0 days 01:11:51.472000,273.0,237.0,249.0,300.0,True,MEDIUM,10.0,True,Kick Sauber,0 days 01:10:28.418000,,1,6.0,,,False,True,31.4,22.0,95.85714285714286,83.023,80.23355714285714,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1300000000000001,1.0214285714285716,1.15,1.6666666666666667,1.0175,1.6666666666666667,0.02951711685475235,0.1607442348191712,0.044557606932220224,0.19749648355137842,0.0
0 days 01:13:14.457000,BOR,5,0 days 00:01:23.016000,11.0,1.0,,,0 days 00:00:29.694000,0 days 00:00:29.982000,0 days 00:00:23.340000,0 days 01:12:21.166000,0 days 01:12:51.148000,0 days 01:13:14.488000,272.0,239.0,249.0,300.0,True,MEDIUM,11.0,True,Kick Sauber,0 days 01:11:51.441000,,1,6.0,,,False,True,31.2,21.9,94.28571428571429,83.016,80.27228571428572,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.0199143278294605,0.15780729200821444,0.02951711685475235,0.19212381797474845,0.0
0 days 01:14:37.401000,BOR,5,0 days 00:01:22.944000,12.0,1.0,,,0 days 00:00:29.662000,0 days 00:00:30.004000,0 days 00:00:23.278000,0 days 01:13:44.150000,0 days 01:14:14.154000,0 days 01:14:37.432000,276.0,237.0,246.0,300.0,True,MEDIUM,12.0,True,Kick Sauber,0 days 01:13:14.457000,,1,6.0,,,False,True,31.2,21.9,92.71428571428572,82.944,80.2460142857143,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.013647507460498526,0.1552051536187722,0.0199143278294605,0.18748317253156435,0.0
0 days 01:16:00.545000,BOR,5,0 days 00:01:23.144000,13.0,1.0,,,0 days 00:00:29.940000,0 days 00:00:29.859000,0 days 00:00:23.345000,0 days 01:15:07.372000,0 days 01:15:37.231000,0 days 01:16:00.576000,272.0,238.0,245.0,287.0,False,MEDIUM,13.0,True,Kick Sauber,0 days 01:14:37.401000,,1,6.0,,,False,True,30.8,21.8,91.14285714285714,83.144,80.49174285714287,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.16,1.042857142857143,1.15,1.6666666666666667,1.01,1.6666666666666667,0.009472588416554486,0.15302510986501172,0.013647507460498526,0.18367710950189847,0.0
0 days 01:17:23.554000,BOR,5,0 days 00:01:23.009000,14.0,1.0,,,0 days 00:00:29.901000,0 days 00:00:29.768000,0 days 00:00:23.340000,0 days 01:16:30.477000,0 days 01:17:00.245000,0 days 01:17:23.585000,274.0,238.0,246.0,286.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 01:16:00.545000,,1,6.0,,,False,True,31.2,21.9,89.57142857142857,83.009,80.40247142857143,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.006640584871528228,0.15127874167963787,0.009472588416554486,0.18067957961528786,0.0
0 days 01:18:46.574000,BOR,5,0 days 00:01:23.020000,15.0,1.0,,,0 days 00:00:29.885000,0 days 00:00:29.775000,0 days 00:00:23.360000,0 days 01:17:53.470000,0 days 01:18:23.245000,0 days 01:18:46.605000,272.0,239.0,246.0,286.0,False,MEDIUM,15.0,True,Kick Sauber,0 days 01:17:23.554000,,1,6.0,,,False,True,31.3,21.9,88.0,83.02,80.4592,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.135,1.025,1.15,1.6666666666666667,1.01625,1.6666666666666667,0.004690365824617197,0.1499352927425541,0.006640584871528228,0.17840362696188478,0.0
0 days 01:20:09.466000,BOR,5,0 days 00:01:22.892000,16.0,1.0,,,0 days 00:00:29.925000,0 days 00:00:29.585000,0 days 00:00:23.382000,0 days 01:19:16.530000,0 days 01:19:46.115000,0 days 01:20:09.497000,274.0,240.0,244.0,286.0,True,MEDIUM,16.0,True,Kick Sauber,0 days 01:18:46.574000,,1,6.0,,,False,True,31.2,21.9,86.42857142857143,82.892,80.37692857142856,4.0,Hungarian Grand Prix,Hungary,Budapest,2025_Hungarian Grand Prix_BOR_1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,38,1.1400000000000001,1.0285714285714287,1.15,1.6666666666666667,1.015,1.6666666666666667,0.0033310821639671463,0.1489419483845311,0.004690365824617197,0.1767370967687972,0.0
