Race,Driver,Compound,Stint_ID,Laps,cliff_lap,avg_loss_per_lap,peak_loss_per_lap
Dutch Grand Prix,GAS,HARD,2025_Dutch Grand Prix_GAS_2.0,31,19.0,0.06990009695834479,0.1905976452554483
Dutch Grand Prix,HAD,MEDIUM,2025_Dutch Grand Prix_HAD_1.0,21,14.0,0.07042166364339827,0.14233224235127884
Dutch Grand Prix,HAD,HARD,2025_Dutch Grand Prix_HAD_2.0,23,20.0,0.02334898662523415,0.07729708565638205
Dutch Grand Prix,HAD,SOFT,2025_Dutch Grand Prix_HAD_3.0,11,12.0,0.014808115765327758,0.054126835895716666
Dutch Grand Prix,HAM,MEDIUM,2025_Dutch Grand Prix_HAM_1.0,21,13.0,0.04880420455777418,0.21748318000509648
Dutch Grand Prix,HUL,SOFT,2025_Dutch Grand Prix_HUL_1.0,17,12.0,0.06193710554077912,0.16194774621313437
Dutch Grand Prix,HUL,HARD,2025_Dutch Grand Prix_HUL_2.0,21,8.0,0.05432935636506458,0.2317225349681855
Dutch Grand Prix,HUL,MEDIUM,2025_Dutch Grand Prix_HUL_3.0,10,,0.006430445672992363,0.028240391779398508
Dutch Grand Prix,LAW,MEDIUM,2025_Dutch Grand Prix_LAW_1.0,21,14.0,0.06700092431554357,0.22391180038075004
Dutch Grand Prix,LAW,SOFT,2025_Dutch Grand Prix_LAW_3.0,20,22.0,0.03962674989690575,0.2916756694904665
Dutch Grand Prix,LAW,SOFT,2025_Dutch Grand Prix_LAW_4.0,9,12.0,0.047192074709723586,0.13682854453246207
Dutch Grand Prix,LEC,MEDIUM,2025_Dutch Grand Prix_LEC_1.0,20,12.0,0.05747619224217058,0.20633244124309405
Dutch Grand Prix,LEC,HARD,2025_Dutch Grand Prix_LEC_2.0,22,19.0,0.028898006332503976,0.09576356090195362
Dutch Grand Prix,NOR,MEDIUM,2025_Dutch Grand Prix_NOR_1.0,21,17.0,0.01716335799728825,0.11490803891729547
Dutch Grand Prix,NOR,HARD,2025_Dutch Grand Prix_NOR_2.0,23,24.0,0.04565049731704339,0.18482650427426073
Dutch Grand Prix,NOR,HARD,2025_Dutch Grand Prix_NOR_3.0,7,9.0,0.05529306515265836,0.12171167678034736
Dutch Grand Prix,OCO,HARD,2025_Dutch Grand Prix_OCO_1.0,42,12.0,0.05469501325888596,0.1951507472977551
Dutch Grand Prix,OCO,MEDIUM,2025_Dutch Grand Prix_OCO_2.0,11,,0.10538438746196242,0.2881516632110526
Dutch Grand Prix,PIA,MEDIUM,2025_Dutch Grand Prix_PIA_1.0,21,14.0,0.04556764188160132,0.11095556952353455
Dutch Grand Prix,PIA,HARD,2025_Dutch Grand Prix_PIA_2.0,23,7.0,0.06930550149154487,0.3293200682289539
Dutch Grand Prix,PIA,HARD,2025_Dutch Grand Prix_PIA_3.0,11,19.0,0.10023084870747381,0.36386222526591727
Dutch Grand Prix,RUS,MEDIUM,2025_Dutch Grand Prix_RUS_1.0,21,11.0,0.0584833951809408,0.10967040568489167
Dutch Grand Prix,RUS,HARD,2025_Dutch Grand Prix_RUS_2.0,23,17.0,0.04420926892546902,0.14095379332602243
Dutch Grand Prix,RUS,SOFT,2025_Dutch Grand Prix_RUS_3.0,11,21.0,0.018639967538945104,0.11251279428609151
Dutch Grand Prix,SAI,MEDIUM,2025_Dutch Grand Prix_SAI_1.0,21,14.0,0.03955763121714554,0.10035140034419299
Dutch Grand Prix,SAI,SOFT,2025_Dutch Grand Prix_SAI_3.0,19,8.0,0.10910081806327543,0.38844737983746114
Dutch Grand Prix,SAI,SOFT,2025_Dutch Grand Prix_SAI_4.0,7,14.0,0.18720904164205066,0.26736990158536245
Dutch Grand Prix,STR,MEDIUM,2025_Dutch Grand Prix_STR_1.0,6,,0.08794395780291402,0.17114428787299762
Dutch Grand Prix,STR,HARD,2025_Dutch Grand Prix_STR_2.0,34,11.0,0.11007270415300907,0.2999286109490803
Dutch Grand Prix,STR,HARD,2025_Dutch Grand Prix_STR_3.0,11,10.0,0.02302755986541891,0.09403641890493439
Dutch Grand Prix,TSU,SOFT,2025_Dutch Grand Prix_TSU_1.0,17,14.0,0.04934338546697067,0.1277484929156336
Dutch Grand Prix,TSU,HARD,2025_Dutch Grand Prix_TSU_2.0,23,20.0,0.07830778578076565,0.2317225349681855
Dutch Grand Prix,TSU,SOFT,2025_Dutch Grand Prix_TSU_3.0,11,,0.08775705398094313,0.2709235259320634
Dutch Grand Prix,VER,SOFT,2025_Dutch Grand Prix_VER_1.0,21,8.0,0.07016164584397304,0.167583603153719
Dutch Grand Prix,VER,MEDIUM,2025_Dutch Grand Prix_VER_2.0,23,18.0,0.03329242721873936,0.08501962122849549
Dutch Grand Prix,VER,SOFT,2025_Dutch Grand Prix_VER_3.0,11,21.0,0.016520715132115536,0.12513062341378534
Emilia Romagna Grand Prix,ALB,MEDIUM,2025_Emilia Romagna Grand Prix_ALB_1.0,27,8.0,0.06501416197828339,0.354464337922501
Emilia Romagna Grand Prix,ALB,HARD,2025_Emilia Romagna Grand Prix_ALB_2.0,13,,0.07720556598911915,0.17445180389057358
Emilia Romagna Grand Prix,ALB,HARD,2025_Emilia Romagna Grand Prix_ALB_3.0,10,11.0,0.1731506289727096,0.39853711936642455
Emilia Romagna Grand Prix,ALO,MEDIUM,2025_Emilia Romagna Grand Prix_ALO_1.0,10,13.0,0.09973185029690312,0.3754721290558891
Emilia Romagna Grand Prix,ALO,HARD,2025_Emilia Romagna Grand Prix_ALO_2.0,27,9.0,0.08459882735207208,0.42153368508374944
Emilia Romagna Grand Prix,ALO,MEDIUM,2025_Emilia Romagna Grand Prix_ALO_3.0,10,21.0,0.060376270081383465,0.24920802127687958
Emilia Romagna Grand Prix,ANT,HARD,2025_Emilia Romagna Grand Prix_ANT_1.0,27,7.0,0.07749728138314298,0.3465775442010486
Emilia Romagna Grand Prix,ANT,MEDIUM,2025_Emilia Romagna Grand Prix_ANT_2.0,13,8.0,0.05782856769275732,0.2094757096586412
Emilia Romagna Grand Prix,BEA,HARD,2025_Emilia Romagna Grand Prix_BEA_1.0,26,12.0,0.05793816464614813,0.19468264383016898
Emilia Romagna Grand Prix,BEA,HARD,2025_Emilia Romagna Grand Prix_BEA_3.0,21,12.0,0.04982852532127914,0.1462446347243218
Emilia Romagna Grand Prix,BOR,MEDIUM,2025_Emilia Romagna Grand Prix_BOR_1.0,10,10.0,0.11669058548252728,0.27959033021468915
Emilia Romagna Grand Prix,BOR,HARD,2025_Emilia Romagna Grand Prix_BOR_2.0,14,14.0,0.0988466076212542,0.19118443006973349
Emilia Romagna Grand Prix,BOR,HARD,2025_Emilia Romagna Grand Prix_BOR_3.0,14,11.0,0.046650551051647414,0.1893813728704565
Emilia Romagna Grand Prix,BOR,MEDIUM,2025_Emilia Romagna Grand Prix_BOR_4.0,10,,0.041971548246531036,0.18450431536560336
Emilia Romagna Grand Prix,COL,MEDIUM,2025_Emilia Romagna Grand Prix_COL_1.0,20,12.0,0.08988074311105357,0.24222499467965886
Emilia Romagna Grand Prix,COL,HARD,2025_Emilia Romagna Grand Prix_COL_2.0,17,16.0,0.12914162411244737,0.33633530672027834
Emilia Romagna Grand Prix,COL,HARD,2025_Emilia Romagna Grand Prix_COL_3.0,10,,0.03493793812261979,0.22918567746348023
Emilia Romagna Grand Prix,GAS,MEDIUM,2025_Emilia Romagna Grand Prix_GAS_1.0,6,6.0,0.050881495819897704,0.16053252328432774
Emilia Romagna Grand Prix,GAS,HARD,2025_Emilia Romagna Grand Prix_GAS_2.0,17,6.0,0.12826672573482678,0.32044077594563886
Emilia Romagna Grand Prix,GAS,HARD,2025_Emilia Romagna Grand Prix_GAS_3.0,24,9.0,0.053643367901445166,0.18979780193890805
Emilia Romagna Grand Prix,HAD,MEDIUM,2025_Emilia Romagna Grand Prix_HAD_1.0,27,7.0,0.0865349213774907,0.3289412617502594
Emilia Romagna Grand Prix,HAD,HARD,2025_Emilia Romagna Grand Prix_HAD_2.0,13,6.0,0.08788677038975806,0.29728617475677627
Emilia Romagna Grand Prix,HAD,HARD,2025_Emilia Romagna Grand Prix_HAD_3.0,10,16.0,0.040316194357010116,0.18895567783805572
Emilia Romagna Grand Prix,HAM,HARD,2025_Emilia Romagna Grand Prix_HAM_1.0,27,7.0,0.08356129043980526,0.3087642768372719
Emilia Romagna Grand Prix,HAM,MEDIUM,2025_Emilia Romagna Grand Prix_HAM_2.0,13,7.0,0.10135811603343206,0.3489816618056731
Emilia Romagna Grand Prix,HAM,HARD,2025_Emilia Romagna Grand Prix_HAM_3.0,10,,0.021357089802134854,0.1251103664129555
Emilia Romagna Grand Prix,HUL,HARD,2025_Emilia Romagna Grand Prix_HUL_1.0,26,11.0,0.07845653315926687,0.27549537639820953
Emilia Romagna Grand Prix,HUL,MEDIUM,2025_Emilia Romagna Grand Prix_HUL_2.0,23,12.0,0.05365100421574719,0.2805471542654873
Emilia Romagna Grand Prix,LAW,MEDIUM,2025_Emilia Romagna Grand Prix_LAW_1.0,8,,0.043488083070909594,0.1525890567242582
Emilia Romagna Grand Prix,LAW,HARD,2025_Emilia Romagna Grand Prix_LAW_2.0,16,,0.12565254000473242,0.2970691754539197
Emilia Romagna Grand Prix,LAW,HARD,2025_Emilia Romagna Grand Prix_LAW_3.0,24,13.0,0.06168727043237957,0.3429960163405495
Emilia Romagna Grand Prix,LEC,MEDIUM,2025_Emilia Romagna Grand Prix_LEC_1.0,8,6.0,0.04534306388446644,0.14460622792920275
Emilia Romagna Grand Prix,LEC,HARD,2025_Emilia Romagna Grand Prix_LEC_2.0,17,9.0,0.1358086065834052,0.31127785855589474
Emilia Romagna Grand Prix,LEC,HARD,2025_Emilia Romagna Grand Prix_LEC_3.0,22,29.0,0.10269627267796783,0.32304730511872304
Emilia Romagna Grand Prix,NOR,MEDIUM,2025_Emilia Romagna Grand Prix_NOR_1.0,26,8.0,0.07349489815953934,0.3970464058386294
Emilia Romagna Grand Prix,NOR,HARD,2025_Emilia Romagna Grand Prix_NOR_2.0,14,16.0,0.06596580996445194,0.26278706452196887
Emilia Romagna Grand Prix,NOR,HARD,2025_Emilia Romagna Grand Prix_NOR_3.0,10,16.0,0.011361091781578347,0.054422116734559156
Emilia Romagna Grand Prix,OCO,HARD,2025_Emilia Romagna Grand Prix_OCO_2.0,25,12.0,0.1152135303238195,0.46945533753767443
Emilia Romagna Grand Prix,PIA,MEDIUM,2025_Emilia Romagna Grand Prix_PIA_1.0,11,10.0,0.06891457544499664,0.18916291674388835
Emilia Romagna Grand Prix,PIA,HARD,2025_Emilia Romagna Grand Prix_PIA_2.0,14,,0.08975260807543746,0.3672047038711703
Emilia Romagna Grand Prix,PIA,HARD,2025_Emilia Romagna Grand Prix_PIA_3.0,24,11.0,0.06326733318620437,0.20942602086669768
Emilia Romagna Grand Prix,RUS,MEDIUM,2025_Emilia Romagna Grand Prix_RUS_1.0,9,12.0,0.14547884003126293,0.4232675199730205
Emilia Romagna Grand Prix,RUS,HARD,2025_Emilia Romagna Grand Prix_RUS_2.0,15,9.0,0.0867283968227075,0.2112758524889925
Emilia Romagna Grand Prix,RUS,HARD,2025_Emilia Romagna Grand Prix_RUS_3.0,24,5.0,0.05150790866603818,0.34911515552093547
Emilia Romagna Grand Prix,SAI,MEDIUM,2025_Emilia Romagna Grand Prix_SAI_1.0,9,9.0,0.10548940219688964,0.3593266419956005
Emilia Romagna Grand Prix,SAI,HARD,2025_Emilia Romagna Grand Prix_SAI_2.0,15,12.0,0.10210089711413087,0.23796807726893754
Emilia Romagna Grand Prix,SAI,HARD,2025_Emilia Romagna Grand Prix_SAI_3.0,24,6.0,0.040286401904454684,0.17601507351340978
Emilia Romagna Grand Prix,STR,MEDIUM,2025_Emilia Romagna Grand Prix_STR_1.0,12,13.0,0.04857962476553079,0.22385993235103802
Emilia Romagna Grand Prix,STR,HARD,2025_Emilia Romagna Grand Prix_STR_2.0,25,22.0,0.09234042863124335,0.29657363230381795
Emilia Romagna Grand Prix,STR,MEDIUM,2025_Emilia Romagna Grand Prix_STR_3.0,10,,0.04575493012726762,0.25467872454999657
Emilia Romagna Grand Prix,TSU,HARD,2025_Emilia Romagna Grand Prix_TSU_1.0,26,13.0,0.06854520456609244,0.2051468789048707
Emilia Romagna Grand Prix,TSU,MEDIUM,2025_Emilia Romagna Grand Prix_TSU_2.0,24,11.0,0.04527536783686126,0.2881516632110527
Emilia Romagna Grand Prix,VER,MEDIUM,2025_Emilia Romagna Grand Prix_VER_1.0,28,7.0,0.04506853157086814,0.13947382521403306
Emilia Romagna Grand Prix,VER,HARD,2025_Emilia Romagna Grand Prix_VER_2.0,14,15.0,0.01824765524945312,0.11192561778687561
Emilia Romagna Grand Prix,VER,HARD,2025_Emilia Romagna Grand Prix_VER_3.0,10,15.0,0.06305041340371279,0.1458018629375692
Hungarian Grand Prix,ALB,SOFT,2025_Hungarian Grand Prix_ALB_1.0,12,5.0,0.0,0.0
Hungarian Grand Prix,ALB,MEDIUM,2025_Hungarian Grand Prix_ALB_2.0,22,14.0,0.14591202181430765,0.37765866930821723
Hungarian Grand Prix,ALB,HARD,2025_Hungarian Grand Prix_ALB_3.0,29,9.0,0.09277352079038595,0.27735519109395446
Hungarian Grand Prix,ALO,MEDIUM,2025_Hungarian Grand Prix_ALO_1.0,37,21.0,0.03792438688893938,0.22166679636139258
Hungarian Grand Prix,ALO,HARD,2025_Hungarian Grand Prix_ALO_2.0,30,24.0,0.0014363016988606936,0.022221725790171912
Hungarian Grand Prix,ANT,MEDIUM,2025_Hungarian Grand Prix_ANT_1.0,19,14.0,0.018637758627334067,0.05598160474031702
Hungarian Grand Prix,ANT,HARD,2025_Hungarian Grand Prix_ANT_2.0,46,8.0,0.10807561684302545,0.5403588666366014
Hungarian Grand Prix,BEA,MEDIUM,2025_Hungarian Grand Prix_BEA_1.0,28,15.0,0.04626477641465591,0.1356774310911361
Hungarian Grand Prix,BEA,HARD,2025_Hungarian Grand Prix_BEA_2.0,16,16.0,0.1325443962764084,0.3625625037279898
Hungarian Grand Prix,BOR,MEDIUM,2025_Hungarian Grand Prix_BOR_1.0,38,18.0,0.03424911665226377,0.23284167009538126
Hungarian Grand Prix,BOR,HARD,2025_Hungarian Grand Prix_BOR_2.0,29,5.0,0.061324205421994744,0.24815103851968678
Hungarian Grand Prix,COL,MEDIUM,2025_Hungarian Grand Prix_COL_1.0,11,,0.012949383989965852,0.0991633253323594
Hungarian Grand Prix,COL,HARD,2025_Hungarian Grand Prix_COL_2.0,20,11.0,0.14352477147176,0.3891809139473016
Hungarian Grand Prix,COL,HARD,2025_Hungarian Grand Prix_COL_3.0,32,,0.11578128409936118,0.39602905819894496
Hungarian Grand Prix,GAS,HARD,2025_Hungarian Grand Prix_GAS_1.0,30,23.0,0.051110258901994575,0.1907571574175943
Hungarian Grand Prix,GAS,MEDIUM,2025_Hungarian Grand Prix_GAS_2.0,35,11.0,0.08774103259372139,0.25666925370052285
Hungarian Grand Prix,HAD,MEDIUM,2025_Hungarian Grand Prix_HAD_1.0,31,16.0,0.04491744926106963,0.14960427205512494
Hungarian Grand Prix,HAD,HARD,2025_Hungarian Grand Prix_HAD_2.0,33,8.0,0.06725890278872655,0.27963282585601507
Hungarian Grand Prix,HAM,HARD,2025_Hungarian Grand Prix_HAM_1.0,39,23.0,0.03704936909352691,0.16829922099616162
Hungarian Grand Prix,HAM,MEDIUM,2025_Hungarian Grand Prix_HAM_2.0,24,18.0,0.08305215629909844,0.33175507717305563
Hungarian Grand Prix,HUL,MEDIUM,2025_Hungarian Grand Prix_HUL_2.0,34,13.0,0.09866735946775401,0.2797993552756146
Hungarian Grand Prix,HUL,MEDIUM,2025_Hungarian Grand Prix_HUL_3.0,26,6.0,0.09236057240314725,0.3548325022477403
Hungarian Grand Prix,LAW,MEDIUM,2025_Hungarian Grand Prix_LAW_1.0,38,18.0,0.0265182835852945,0.16579739950871658
Hungarian Grand Prix,LAW,HARD,2025_Hungarian Grand Prix_LAW_2.0,29,22.0,0.04042733731711558,0.19101321118543924
Hungarian Grand Prix,LEC,MEDIUM,2025_Hungarian Grand Prix_LEC_1.0,17,15.0,0.035677017528521614,0.13518195251765303
Hungarian Grand Prix,LEC,HARD,2025_Hungarian Grand Prix_LEC_2.0,19,9.0,0.06741743475247121,0.17662398302156285
Hungarian Grand Prix,LEC,HARD,2025_Hungarian Grand Prix_LEC_3.0,29,9.0,0.12394360294165611,0.38080446318031586
Hungarian Grand Prix,NOR,MEDIUM,2025_Hungarian Grand Prix_NOR_1.0,29,26.0,0.039143297606106624,0.18429597739483083
Hungarian Grand Prix,NOR,HARD,2025_Hungarian Grand Prix_NOR_2.0,38,12.0,0.049197455983722035,0.2564788183450123
Hungarian Grand Prix,OCO,MEDIUM,2025_Hungarian Grand Prix_OCO_1.0,12,11.0,0.0010606020874017325,0.006761677851068099
Hungarian Grand Prix,OCO,HARD,2025_Hungarian Grand Prix_OCO_2.0,53,13.0,0.09395980656753257,0.37669700345322976
Hungarian Grand Prix,PIA,MEDIUM,2025_Hungarian Grand Prix_PIA_1.0,16,,0.0077661785158385154,0.08887490055836397
Hungarian Grand Prix,PIA,HARD,2025_Hungarian Grand Prix_PIA_2.0,25,12.0,0.07708226704847225,0.2881516632110527
Hungarian Grand Prix,PIA,HARD,2025_Hungarian Grand Prix_PIA_3.0,24,17.0,0.09423811285293322,0.27438094706095106
Hungarian Grand Prix,RUS,MEDIUM,2025_Hungarian Grand Prix_RUS_1.0,17,17.0,0.02047952419690219,0.12364211293569954
Hungarian Grand Prix,RUS,HARD,2025_Hungarian Grand Prix_RUS_2.0,22,5.0,0.08341343386479488,0.3313782987888125
Hungarian Grand Prix,RUS,HARD,2025_Hungarian Grand Prix_RUS_3.0,26,6.0,0.12047596856153751,0.2731656271912133
Hungarian Grand Prix,SAI,SOFT,2025_Hungarian Grand Prix_SAI_1.0,13,11.0,0.004922696099538709,0.028735357290903193
Hungarian Grand Prix,SAI,HARD,2025_Hungarian Grand Prix_SAI_2.0,34,10.0,0.10166859669838202,0.4378512787262172
Hungarian Grand Prix,SAI,MEDIUM,2025_Hungarian Grand Prix_SAI_3.0,17,6.0,0.21811082470808377,0.5695070999591585
Hungarian Grand Prix,STR,MEDIUM,2025_Hungarian Grand Prix_STR_1.0,34,31.0,0.04518804374573353,0.2881516632110527
Hungarian Grand Prix,STR,HARD,2025_Hungarian Grand Prix_STR_2.0,33,6.0,0.05595193779022647,0.2440930754402728
Hungarian Grand Prix,TSU,MEDIUM,2025_Hungarian Grand Prix_TSU_1.0,18,14.0,0.02108255099852196,0.09213558889869444
Hungarian Grand Prix,TSU,SOFT,2025_Hungarian Grand Prix_TSU_2.0,15,10.0,0.18882204115976448,0.3375327020033999
Hungarian Grand Prix,TSU,HARD,2025_Hungarian Grand Prix_TSU_3.0,30,14.0,0.10968394921285538,0.31651791811980334
Hungarian Grand Prix,VER,MEDIUM,2025_Hungarian Grand Prix_VER_1.0,15,,0.007188085417736577,0.03756332417473007
Hungarian Grand Prix,VER,HARD,2025_Hungarian Grand Prix_VER_2.0,29,8.0,0.11479700362692417,0.4716566821772403
Hungarian Grand Prix,VER,HARD,2025_Hungarian Grand Prix_VER_3.0,21,5.0,0.15481107241922,0.3610637621186018
Italian Grand Prix,ALB,HARD,2025_Italian Grand Prix_ALB_1.0,38,15.0,0.014454534493072687,0.12706465319870544
Italian Grand Prix,ALB,MEDIUM,2025_Italian Grand Prix_ALB_2.0,11,7.0,0.05733511083744371,0.21442075023147014
Italian Grand Prix,ALO,MEDIUM,2025_Italian Grand Prix_ALO_1.0,18,13.0,0.009256945049283653,0.08582007472074044
Italian Grand Prix,ANT,MEDIUM,2025_Italian Grand Prix_ANT_1.0,26,15.0,0.024568000966548344,0.16871609879552996
Italian Grand Prix,ANT,HARD,2025_Italian Grand Prix_ANT_2.0,23,8.0,0.05572620771526831,0.25220286265365016
Italian Grand Prix,BEA,MEDIUM,2025_Italian Grand Prix_BEA_1.0,16,15.0,0.0135755434211636,0.10516734706612399
Italian Grand Prix,BEA,HARD,2025_Italian Grand Prix_BEA_2.0,33,5.0,0.054363480519402145,0.356215963051084
Italian Grand Prix,BOR,MEDIUM,2025_Italian Grand Prix_BOR_1.0,18,,0.04291528228850446,0.25306903744745896
Italian Grand Prix,BOR,HARD,2025_Italian Grand Prix_BOR_2.0,31,5.0,0.013573292349854667,0.09623179626792358
Italian Grand Prix,COL,MEDIUM,2025_Italian Grand Prix_COL_1.0,31,12.0,0.032069872502270856,0.16635334654747297
Italian Grand Prix,COL,HARD,2025_Italian Grand Prix_COL_2.0,17,5.0,0.0804358563944528,0.3124787171527419
Italian Grand Prix,GAS,HARD,2025_Italian Grand Prix_GAS_1.0,46,14.0,0.016986280427807674,0.18742949839836326
Italian Grand Prix,HAD,HARD,2025_Italian Grand Prix_HAD_1.0,30,8.0,0.006197159831891378,0.09991823302860658
Italian Grand Prix,HAD,MEDIUM,2025_Italian Grand Prix_HAD_2.0,19,5.0,0.044559957186990115,0.1792889016996116
Italian Grand Prix,HAM,MEDIUM,2025_Italian Grand Prix_HAM_1.0,36,12.0,0.03778987504154279,0.2881516632110526
Italian Grand Prix,HAM,HARD,2025_Italian Grand Prix_HAM_2.0,13,13.0,0.0287076220550081,0.09171478726549298
Italian Grand Prix,LAW,SOFT,2025_Italian Grand Prix_LAW_1.0,7,,0.005573053042367604,0.030131897318468548
Italian Grand Prix,LAW,HARD,2025_Italian Grand Prix_LAW_2.0,41,11.0,0.05442826869022958,0.34482230443104545
Italian Grand Prix,LEC,MEDIUM,2025_Italian Grand Prix_LEC_1.0,31,5.0,0.005172623314740297,0.09553151604930754
Italian Grand Prix,LEC,HARD,2025_Italian Grand Prix_LEC_2.0,18,,0.03769835164236683,0.10113430246356661
Italian Grand Prix,NOR,MEDIUM,2025_Italian Grand Prix_NOR_1.0,43,5.0,0.03611870841666134,0.2415967376746029
Italian Grand Prix,NOR,SOFT,2025_Italian Grand Prix_NOR_2.0,6,7.0,0.06416346446823255,0.11591459548455021
Italian Grand Prix,OCO,HARD,2025_Italian Grand Prix_OCO_1.0,48,15.0,0.02112239900831357,0.09615837505510777
Italian Grand Prix,PIA,MEDIUM,2025_Italian Grand Prix_PIA_1.0,42,32.0,0.006265789876143542,0.1314789547531588
Italian Grand Prix,PIA,SOFT,2025_Italian Grand Prix_PIA_2.0,7,,0.09783230009649214,0.2682078718827157
Italian Grand Prix,RUS,MEDIUM,2025_Italian Grand Prix_RUS_1.0,25,24.0,0.03064006218545502,0.2076034471152896
Italian Grand Prix,RUS,HARD,2025_Italian Grand Prix_RUS_2.0,24,21.0,0.04479353577329504,0.1187983912665855
Italian Grand Prix,SAI,MEDIUM,2025_Italian Grand Prix_SAI_1.0,28,17.0,0.02704942665473905,0.12657725021905364
Italian Grand Prix,SAI,HARD,2025_Italian Grand Prix_SAI_2.0,21,9.0,0.04334930056086577,0.1392896714090004
Italian Grand Prix,STR,HARD,2025_Italian Grand Prix_STR_1.0,46,18.0,0.012243160890887806,0.1000004030562236
Italian Grand Prix,TSU,MEDIUM,2025_Italian Grand Prix_TSU_1.0,17,17.0,0.057189138160896824,0.2856680378390957
Italian Grand Prix,TSU,HARD,2025_Italian Grand Prix_TSU_2.0,32,5.0,0.05136243794786497,0.298056606867157
Italian Grand Prix,VER,MEDIUM,2025_Italian Grand Prix_VER_1.0,35,13.0,0.031133242925225804,0.09749855174196853
Italian Grand Prix,VER,HARD,2025_Italian Grand Prix_VER_2.0,13,13.0,0.039310112067771505,0.11129807191298174
Japanese Grand Prix,ALB,MEDIUM,2025_Japanese Grand Prix_ALB_1.0,22,6.0,0.03038660887733433,0.11627093048611692
Japanese Grand Prix,ALB,HARD,2025_Japanese Grand Prix_ALB_2.0,28,6.0,0.031234246331302402,0.2881516632110527
Japanese Grand Prix,ALO,MEDIUM,2025_Japanese Grand Prix_ALO_1.0,22,17.0,0.036811012869886306,0.1638635175515249
Japanese Grand Prix,ALO,HARD,2025_Japanese Grand Prix_ALO_2.0,28,29.0,0.03211575282545391,0.13619915965800244
Japanese Grand Prix,ANT,MEDIUM,2025_Japanese Grand Prix_ANT_1.0,29,11.0,0.028553841794185138,0.14168364569745082
Japanese Grand Prix,ANT,HARD,2025_Japanese Grand Prix_ANT_2.0,21,22.0,0.05382247647376527,0.2172659962844209
Japanese Grand Prix,BEA,MEDIUM,2025_Japanese Grand Prix_BEA_1.0,21,6.0,0.05288651623217062,0.2857103454275667
Japanese Grand Prix,BEA,HARD,2025_Japanese Grand Prix_BEA_2.0,29,10.0,0.045860653473195394,0.16866764374313786
Japanese Grand Prix,BOR,HARD,2025_Japanese Grand Prix_BOR_1.0,29,6.0,0.04135768913668535,0.26524804864501283
Japanese Grand Prix,BOR,MEDIUM,2025_Japanese Grand Prix_BOR_2.0,21,20.0,0.08237036778211959,0.23898084554026794
Japanese Grand Prix,DOO,SOFT,2025_Japanese Grand Prix_DOO_1.0,13,11.0,0.010155375716606053,0.04751324127289074
Japanese Grand Prix,DOO,HARD,2025_Japanese Grand Prix_DOO_2.0,37,10.0,0.04246441984175356,0.1914831573716022
Japanese Grand Prix,GAS,MEDIUM,2025_Japanese Grand Prix_GAS_1.0,22,16.0,0.043289141347639205,0.19949712698452837
Japanese Grand Prix,GAS,HARD,2025_Japanese Grand Prix_GAS_2.0,28,15.0,0.036450525696498266,0.2888039347088579
Japanese Grand Prix,HAD,MEDIUM,2025_Japanese Grand Prix_HAD_1.0,23,5.0,0.030498599056417167,0.2147046982344215
Japanese Grand Prix,HAD,HARD,2025_Japanese Grand Prix_HAD_2.0,27,,0.014722334041318973,0.18365472150950457
Japanese Grand Prix,HAM,HARD,2025_Japanese Grand Prix_HAM_1.0,28,11.0,0.030053448706110764,0.10104370989180664
Japanese Grand Prix,HAM,MEDIUM,2025_Japanese Grand Prix_HAM_2.0,22,5.0,0.06343064511065473,0.22694296347400988
Japanese Grand Prix,HUL,MEDIUM,2025_Japanese Grand Prix_HUL_1.0,20,11.0,0.00692577324040176,0.04702907413276125
Japanese Grand Prix,HUL,HARD,2025_Japanese Grand Prix_HUL_2.0,29,11.0,0.06268612192711086,0.20440820821661299
Japanese Grand Prix,LAW,MEDIUM,2025_Japanese Grand Prix_LAW_1.0,31,20.0,0.037380270128215015,0.3040330880304667
Japanese Grand Prix,LAW,SOFT,2025_Japanese Grand Prix_LAW_2.0,19,12.0,0.11088257456247505,0.2881516632110527
Japanese Grand Prix,LEC,MEDIUM,2025_Japanese Grand Prix_LEC_1.0,19,9.0,0.030084605944239128,0.0790333285737545
Japanese Grand Prix,LEC,HARD,2025_Japanese Grand Prix_LEC_2.0,31,21.0,0.02690368720082519,0.09126107401776207
Japanese Grand Prix,NOR,MEDIUM,2025_Japanese Grand Prix_NOR_1.0,20,5.0,0.011266725901917171,0.042733825838414494
Japanese Grand Prix,NOR,HARD,2025_Japanese Grand Prix_NOR_2.0,31,17.0,0.025307257607550187,0.11364268595153412
Japanese Grand Prix,OCO,HARD,2025_Japanese Grand Prix_OCO_1.0,30,16.0,0.02179904088514463,0.11558511366020037
Japanese Grand Prix,OCO,MEDIUM,2025_Japanese Grand Prix_OCO_2.0,20,18.0,0.055178619978255274,0.22953119362842056
Japanese Grand Prix,PIA,MEDIUM,2025_Japanese Grand Prix_PIA_1.0,19,9.0,0.03002264172376239,0.10165777244292315
Japanese Grand Prix,PIA,HARD,2025_Japanese Grand Prix_PIA_2.0,32,23.0,0.018809671145846696,0.13776373729518362
Japanese Grand Prix,RUS,MEDIUM,2025_Japanese Grand Prix_RUS_1.0,17,18.0,0.04643489269223144,0.10853602616033609
Japanese Grand Prix,RUS,HARD,2025_Japanese Grand Prix_RUS_2.0,33,5.0,0.023407494637179997,0.2861292767110339
